issue_id,author,created_on,notes
33,Luca Dionisi,2011-02-14 02:29:27.726292,"I have placed a link to the bufferbloat.net portal in one post of my blog. Without adding much more informations on the post.

In my case this could be fine, since the blog audience are people that could be interested in deploying an independent new network.
So they should be interested in finding out by themselves what this problem is and how to take care.

But if someone wants to drive some interest to a different audience, what are the informations that he[she] should try to deliver himself to his audience before pointing them to the portal?
I think that any idea on this topic might be useful.
"
33,Dave Täht,2011-02-14 14:19:25.092358,"Luca, please, as a project member, feel free to add a link to your blog post to the [[good blog discussions]] page.

Also, if you want to write something in your native language..."
36,Dave Täht,2011-02-18 07:08:57.30929,"I am sore inclined to just copy shipka over and start with that. 

However, switching to 64 bits would be best. Having a long term plan (like, past august) would also be good. 

First up, is prototyping jenkins... in the context of doing continuous builds of openwrt. 

"
35,Dave Täht,2011-02-18 07:14:36.530141,"Lay down as many of your dream requirements as exist.

For example, I think focusing on openwrt will have the best short term effect.

I LOVED the old handhelds.org community, where we gathered on the server and did stuff.
(I would kind of like to do that with the plug computers)

All the same, having virtual machines setup for builds of debloated backported kernels would be good too. (better, get people to co-operate in the cluster)

I guess I'll post to the mailing list. AFTER I'm sure we have isc's full, official support."
25,Jim Gettys,2011-02-21 14:23:37.876633,"I'm happy to move it to ISC and edit via git (though editing zone files isn't something I've done personally in the past, presumably this old coot can learn...).
"
38,Dave Täht,2011-02-21 17:26:12.484953,"mildly better than that. And also I don't want to muck with the ruby code, I've got two major things left to do this week (C/kernel stuff), some audio to edit, then a trip to vegas for a wedding, and I'm debating about going to california directly from vegas.

Would much rather prototype the new features on the new box rather than on the box that is working. Can it wait?"
40,Dave Täht,2011-02-24 13:00:54.277695,"See also:

https://lists.bufferbloat.net/pipermail/bloat/2011-February/000154.html

for the related discussion"
5,Dave Täht,2011-02-26 20:59:17.546932,I would so love to see the server stats from today. Slashdot is not what it once was...
33,Dave Täht,2011-03-05 07:58:54.268232,"We have editorials going in IEEE computer and Linux Journal in the next 2-3 months. 

We have had good (nay, great!) blog and chat site coverage, thanks to lwn and slashdot, thus far.

We have no visibility in core business publications like the Economist, and the trade press has only had passing reference to bufferbloat. It would help to have a framing issue, or a company, highlighting a debloating fix, to build a story around - or a cost analysis of the dollar costs of bufferbloat and/or the costs of a fix.

CACM, and MIT's technology review seem like good pubs to target for more scholarly work.

Lastly, international coverage is lacking. We do need translations of the core concepts into other languages. 

So are there more publications we can target, worldwide, with the people we have on board, with either translations or new articles?"
33,Dave Täht,2011-03-05 08:01:08.494698,http://www.technologyreview.com/magazine/?p1=Nav_Magazine
5,Dave Täht,2011-03-18 07:57:57.647522,"I would like to know what sort of hits we're getting and where, as feedback as to where to focus attention on the wik"
35,Dave Täht,2011-03-18 08:02:48.175565,"The new server was up, briefly. I did a bit of load testing and configuration, which was quite encouraging. 

Unfortunately I was able to easily corrupt the raid partition on a normal shutdown. Causes may be kernel bugs, hardware bugs, write caching in the hard disks, a bad hard disk, or pilot error.

I am having isc move the disks to an identical machine and use sata ports 2-X which is a different sata controller that I trust more. "
31,Dave Täht,2011-03-19 11:49:10.883293,"I am in progress of the next phase of bufferbloat.net's buildout. 

I really appreciated the beta testing before, and could always use more beta testers.

However, we are at the point of discussing some sensitive information on the system administration side, and if you are not interested in that (and/or not further interested in the bufferbloat project) please let me know, so I can take you off.
"
31,Dave Täht,2011-03-19 11:50:23.985533,"And conversely, if you are interested in the next phase of the buildout, please join the sysmom mailing list at lists.bufferbloat.net. 

(also bloat and bloat-devel are good)"
41,Dave Täht,2011-03-21 14:03:11.381011,Appearance given...
11,Dave Täht,2011-03-22 07:19:43.893707,"Could you re-provide an xml dump of your wordpress db?

this time, AFTER getting rid of the comment spam?

Maybe we have enough people on board now to do a better job of filtering through it."
42,Dave Täht,2011-04-04 06:52:07.608089,""
42,Dave Täht,2011-04-04 06:53:26.513574,"Device identifier should be the mac address

On the server side we need to make a lot of changes to manage this side of configuration

Separate database (postgres database) - 

One measurement table has 6 months of data with zillions of entries.

"
42,Dave Täht,2011-04-04 06:54:32.498104,""
50,Dave Täht,2011-04-04 08:03:57.953772,D-ITG will need to be updated in the field
50,Dave Täht,2011-04-04 08:04:52.488257,"Documentation needs to be updated as well.

"
52,Dave Täht,2011-04-04 08:12:26.288271,Walter is working on an interface that includes a map interface for another project
48,Dave Täht,2011-04-04 11:53:00.336614,mailing list for commits created. 
47,Dave Täht,2011-04-04 12:32:24.915581,"svn has been enabled in the redmine backend.

The actual repo has to be linked to, via someone with the url, password, 
and privs (sri?) by going to:

http://www.bufferbloat.net/projects/bismark/settings

clicking on repository, and entering the information."
47,Dave Täht,2011-04-04 12:33:08.193039,""
54,Dave Täht,2011-04-04 12:43:26.587138,"0) I've tried to capture some of the outstanding work on the roadmap

http://www.bufferbloat.net/projects/bismark/roadmap

1) There is a #bismark channel on irc (chat.us.freenode.net) However we 
cannot take ownership of the channel until pooleb_ gets out of it and 
sri or george can take it over and gain op privs.

2) There is a robot monitoring the channel, named george. The same robot 
theoretically can handle email updates to bug reports, too. Simply put a 
[#thebugnumber] in the subject and talk to the problem.


3) There is now a bismark-commits list #48

4) Regrettably (#47), I'd forgotten the svn password and location, could 
whoever has it go into:

http://www.bufferbloat.net/projects/bismark/settings

click on repository, select svn, and stick it in there?

5) To enable commit messages to email, see:

http://wiki.wsmoak.net/cgi-bin/wiki.pl?Subversion/EmailNotification for 
the repository you are using

6) the [[Wiki]] has some more stuff in it.

Tomorrow:

I am still dragging on getting the distributed build system up, I have 
some hard decisions to make. Hopefully tonight, but I've been saying 
that for a week."
54,Dave Täht,2011-04-04 12:46:05.905638,""
54,Walter de Donato,2011-04-05 05:24:16.193273,The SVN Email notification is up and running
54,Dave Täht,2011-04-05 14:53:21.01403,"I made a test commit to the svn tree and did not see an email try to go to bismark-commits.
"
55,Dave Täht,2011-04-05 19:59:09.237276,radvd and 6to4 are now defaults
54,Walter de Donato,2011-04-06 02:12:57.253631,"I found this error in the exim log about your post:

2011-04-05 23:53:30 1Q7EBl-0005IP-4h ** bismark-commits@lists.bufferbloat.net R=dnslookup_relay_to_domains T=remote_smtp: SMTP error from remote mail server after RCPT TO:<bismark-commits@lists.bufferbloat.net>: host mx1.mailhop.org [216.146.33.4]: 504 5.5.2 <arenella>: Helo command rejected: need fully-qualified hostname

Do you know how can I force a fully qualified hostname instead of ""arenella""?"
54,Walter de Donato,2011-04-06 03:43:33.251331,"I found a solution to the error.
Just added the following line to the exim configuration file:

primary_hostname = svn.comics.unina.it

Anyway, I didn't receive the mail form the list.
Probably the sender (*@svn.comics.unina.it) is not allowed to post on the list."
54,Dave Täht,2011-04-06 03:44:26.817287,"On 04/06/2011 03:12 AM, gburdell@lists.bufferbloat.net wrote:
> Issue #54 has been updated by Walter de Donato.
>
>
> I found this error in the exim log about your post:
>
> 2011-04-05 23:53:30 1Q7EBl-0005IP-4h ** bismark-commits@lists.bufferbloat.net R=dnslookup_relay_to_domains T=remote_smtp: SMTP error from remote mail server after RCPT TO:<bismark-commits@lists.bufferbloat.net>: host mx1.mailhop.org [216.146.33.4]: 504 5.5.2<arenella>: Helo command rejected: need fully-qualified hostname
>
> Do you know how can I force a fully qualified hostname instead of ""arenella""?

There are three separate places you can configure this. I note that I'm 
mostly familiar with postfix (which is a drop in replacement for exim, 
so if you can switch, great)

At least with postfix, it pulls the originating domain name from 
/etc/mailname - so if you put your full domain 
(arenella.whatever.{net,it,whatever}) in in in there (preferably 
something that can also reverse resolve) postfix (and probably exim) 
will pick it up after a restart.

/etc/hostname is the other place to stick that stuff.

lastly, at least with postfix, you can specify it in 
/etc/postfix/main.cf as well.

> ----------------------------------------
> Support #54: sort out issues with interacting with the bufferbloat folk
> https://www.bufferbloat.net/issues/54
>
> Author: Dave Täht
> Status: New
> Priority: Normal
> Assignee:
> Category:
> Target version: 2nd generation (worldwide bismark measurements)
>
>
> To what extent can we wander in step?
>
>"
54,Walter de Donato,2011-04-06 04:00:19.56144,I finally received emails about last commits.
54,Dave Täht,2011-04-06 04:01:41.722965,"OK, I have added the known users to the commits filters.

What needs to be done in the future is the committing user needs to 
registered on the list.

If the user is somewhat virtual (as redmine is), then that user should 
be added to the list and sending emails to that person disabled.

I'm not going to publicly document the password here, but you can access 
the list administrative interface via:

https://lists.bufferbloat.net/admin/bismark-commits

And the archive via

https://lists.bufferbloat.net/pipermail/bismark-commits/

Roughly the same urls apply to the two other bismark lists.

As usually commit lists are fairly high volume I suggest filtering 
bismark-commits into a separate mailbox either by matching the List-Id 
header or by the [bismark-commits] preface in the command line.

Another tool I often use is gatewaying commit messages into irc using 
something like ""CIA""

Here's how to set that up for git commits:

http://wiki.debian.org/Alioth/Git#Sending_notices_on_IRC_via_CIA_bots

And somewhere in here is one for CIA

http://cia.vc/

This assumes this is a public project.

There is (or will be shortly) a #bismark project channel on freenode.net"
48,Dave Täht,2011-04-06 04:02:47.19118,The list is created. See #54 for more details as to how to interact with it.
48,Dave Täht,2011-04-06 04:03:26.598605,completed.
54,Dave Täht,2011-04-06 04:07:26.316862,"Although a bit of information in this bug should be captured to the wiki, (or the name changed to reflect the fact it became a log of bismark-commits) I consider it done. Please create new bugs/feature requests for other interfacing issues with the bufferbloat team

However: IRC commit notices anyone?"
56,Walter de Donato,2011-04-06 04:28:39.220972,"Most scripts are already ash compilant (just need to change the header).

I remember that some of them needed some bash specific features, 
but I have to dig into them to remember which one.

I'll give you soon an estimated time. "
54,Dave Täht,2011-04-06 15:57:40.519666,"dnsmasq uses /tmp/resolv.conf.auto

rather than /tmp/resolv.conf

/tmp/resolv.conf.auto should be created on boot when it acquires a dhcp 
address from the server.

""Fixed"" by changing /etc/config/dhcp to look at resolv.conf rather than 
resolv.conf.auto but this needs to be looked at harder.

(at least it boots to doing the right thing now)"
66,Dave Täht,2011-04-06 15:58:45.225356,"
dnsmasq uses /tmp/resolv.conf.auto

rather than /tmp/resolv.conf

/tmp/resolv.conf.auto should be created on boot when it acquires a dhcp address from the server.

""Fixed"" by changing /etc/config/dhcp to look at resolv.conf rather than resolv.conf.auto but this needs to be looked at harder.

(at least it boots to doing the right thing now) "
61,Srikanth Sundaresan,2011-04-06 22:19:07.881611,"Rearranged the files. Not sure about keys/ dir. I put it in /root. 

Walter, can you do a quick double check to see if it's ok?
"
